_id,use,label
10166,10.5%のアンモニア水溶液,False
10166,日本薬局方一部医薬品,False
10166,日本薬局方アンモニア水,False
10166,銀鏡反応,False
10166,燃料電池やXLR99,False
10166,作動流体,False
10166,圧縮空気や蒸気の代わり,False
10166,馬車鉄道の代わり,False
1023103,ラベンダー,False
1023103,ベルガモット様の芳香,False
1023103,フレーバー,False
1055804,アメリカ食品医薬品局,False
1055804,第2相臨床試験,False
1059604,麻薬指定,False
1059604,麻薬及び向精神薬取締法,False
1059604,製剤,False
1067475,法医学や血清学,False
1067475,薬事法の規定,False
1067475,タール色素,False
1067475,細胞生物学や免疫組織化学,False
1067475,分子,False
1067475,抗体,False
1079879,有機合成化学,False
1079879,環状のアミジン構造,False
1095173,シアン化合物,False
1095173,求核置換反応R,False
1095173,青酸中毒死,False
1124544,血液脳関門,False
1140516,イソプレナリン,False
1140516,錠剤,False
1140516,注射薬,False
1140516,吸入薬,False
1140516,交感神経,False
1140516,1受容体,False
1140516,2受容体作動薬,False
1140516,2選択的作動薬,False
1140516,サルブタモール,False
1148105,3受容体,False
1148105,求心性迷走神経の活性,False
1148105,延髄の化学受容器引き金帯,False
1148105,多くの薬剤,False
1237927,ジメチルホルムアミドの製造原料,False
12437,酒税,False
12437,誤飲時の毒性,False
12437,2%のガソリン,False
12437,変性アルコール,False
12437,変性剤,False
12437,急性アルコール中毒,False
12437,酒税法,False
12437,旧アルコール専売法や平成12年,False
12437,発酵アルコール,False
12437,化学合成,False
12437,合成アルコール,False
1244436,粒子,False
1244436,ナノ粒子,False
1244436,2O3酸化鉄,False
1301304,油と複合体,False
1301304,重炭酸塩,False
1301304,分子生物学,False
1301304,ドデシル硫酸,False
1302712,テトラヒドロピラニル基,False
1306689,治療薬,False
1310502,神経伝達物質,False
1372856,有機化学,False
1385415,脂入りはんだのフラックスの主要成分,False
1386586,基礎的,False
1416667,薬剤の1つ,False
1441064,混合ガス,False
1441064,薬剤学的,False
1441064,都市ガスの吸着アミン,False
1483298,有機化学の分野,False
1483298,パラジウム触媒,False
1485963,認可や農薬登録,False
153172,五硫化リン,False
1560938,適応外使用,False
1564095,基板上の形成,False
156868,多くの有機化合物,False
1573835,食品産業,False
1575659,メチレンテトラヒドロ葉酸レダクターゼ,False
1575659,メチレンテトラヒドロ葉酸,False
1577146,カルシウムの形態,False
1577146,カルシウムと速やか,False
158171,バナナ等天然の果実油,False
158171,低極性溶媒,False
158171,昆虫の標本,False
160120,色,False
160136,制限消化やポリメラーゼ連鎖反応,False
160136,次の段階のアガロースゲル電気泳動やポリアクリルアミドゲル電気泳動,False
160136,アガロースゲル電気泳動とポリアクリルアミドゲル電気泳動,False
160136,濃度1%のアガロースゲル,False
160136,DNA分子サイズ約125塩基対,False
160786,イオン重合,False
160786,エラストマー,False
160786,熱硬化性樹脂,False
160786,エマルション,False
1612616,化学式,False
1612616,C8H24N4O3P2の有機化合物,False
1612616,柑橘類,False
1612616,リンゴ,False
1612921,ジフェンヒドラミン,False
1668370,ルビジウムの浪費,False
1680567,分子内,False
1680567,1つキラル中心,False
1680567,鏡像異性体,False
1680567,薬剤,False
1687300,緑色,False
1687300,微粒子状のニッケル,False
1687300,触媒作用,False
169186,スフィンゴ脂質中のネルボン酸濃度,False
1717978,検査対象薬物,False
1747207,混合物,False
1819631,リチウム塩,False
1826878,ミネラル補給,False
1866600,ニッケル,False
1866600,ニッケルの重量分析,False
1870584,鉄,False
1885021,3水和物,False
1925357,ケイ化タングステン,False
1925357,タングステンシリサイド,False
1925357,化学気相成長,False
1925357,化学レーザーの一種,False
1925357,半導体化学,False
193646,投薬中の抗精神病薬,False
193646,茶業研究所,False
193646,農林水産技術センター農林センター茶業研究所,False
193646,宇治茶部,False
193646,免疫系,False
193646,デルタT細胞の防衛機能,False
193646,食品の苦味,False
19566,空気,False
19566,大韓航空機爆破事件実行犯,False
19566,致死性の毒物,False
2017242,合成オーキシン類縁体,False
205750,欧米では化学的酸素要求量,False
2061207,すべてフッ素原子,False
2065863,一カリウム,False
217088,阻害薬の一つ,False
22229,LPガス,False
22407,機能性表示食品,False
2262184,アリナミン,False
2262184,プロピルジスルフィドチアミン,False
2276550,香料用途,False
2276550,バナナ,False
2276550,パイナップルなどの果物系,False
2276550,バター,False
2276550,チューインガム,False
2276550,バナナやパイナップル,False
2276550,果実香,False
2306663,日本薬局方,False
2310950,メタバナジン酸カリウムKVO3,False
2327665,治療薬,False
2334030,細胞生物学,False
2334030,程度の濃度,False
2341656,他の硫酸鉄,False
2341656,鉄,False
2341656,分析化学,False
236147,ブチルリチウム,False
236147,当量のハロゲン化合物,False
236147,リチウム化合物とハロゲン化ブチル,False
236551,白血球の一種,False
236551,好中球,False
236551,医薬部外品,False
247647,アレトリン,False
247647,一対の合成化合物,False
247647,RAIDや蚊取線香,False
248084,カリウムと硫黄,False
248084,カリウム保証成分50,False
248084,たばこの葉,False
2493020,濃硫酸,False
2520663,可逆的,False
2550711,患者,False
2555337,空気中,False
2559903,オーレオリン,False
2559903,コバルトイエロー,False
2602070,有機化学,False
2602070,有機化学合成,False
2639623,抗がん剤,False
2639623,ストレプトマイセス属微生物Streptomycespeucetiusvar,False
2639623,薬剤の一群,False
2699802,炎色反応,False
27059,植物の生育,False
27059,乳化,False
27059,ティーカップなどの茶渋,False
271215,日本薬局方規格,False
271215,薬局方,False
271215,皮膚や頭髪,False
271215,材歯科用技工,False
271215,基準,False
271215,医療機器,False
271215,食品衛生試験,False
271215,固形食品,False
271215,鉱物性オイル,False
271215,植物性オイル,False
27129,果実の芳香の成分,False
27129,リンゴ,False
27129,梨の香りの成分の一つ,False
2790003,希少疾病用医薬品の登録,False
2790003,高用量化学療法,False
2814756,錠剤,False
2823300,物質,False
293373,合成オピオイド,False
293373,副作用の呼吸抑制,False
299263,ビフィズス菌などの腸内善玉菌,False
299263,物質,False
3081734,化学式,False
3081734,アミノ酢酸ジヒドロキシアルミニウム,False
3082087,紫色の物質,False
3082087,分析化学,False
3083097,田辺三菱製薬,False
3083097,創薬,False
3087854,静脈注射用製剤,False
3087854,生体内分解性ポリマー基材,False
3087854,生体分解性ウェハー含浸製剤,False
3118219,上皮成長因子受容体,False
3118219,チロシンキナーゼ阻害剤,False
3118219,従来の化学療法,False
3118219,臨床試験,False
3118219,副作用,False
3118219,治験や臨床試験,False
3124092,偽薬,False
3208855,中枢神経系,False
3210608,化学種,False
3210608,注射製剤,False
3210608,錠剤,False
32765,外用薬,False
32765,内服薬,False
3283637,入院患者の赤痢菌,False
3283637,配合薬,False
3283637,ノバルティス社,False
3283637,日本薬局方,False
3283637,整腸剤,False
3329765,微結晶材料,False
3329765,純度と活性,False
3329765,炭素,False
3330343,溶媒中,False
333358,医療器具消毒,False
333358,ウイルスや細菌,False
333358,医療,False
3350823,電磁的同位体分離法,False
3363462,電子製品,False
3363462,火薬,False
3363462,ヒドロキシ基,False
3377784,カルシウム,False
3377809,緑色硫黄細菌,False
33814,臨床的,False
3420219,シロップ,False
3430897,共重合,False
3437060,食品医薬品局,False
3437060,染色体17p欠失CLL,False
3437060,小リンパ球性リンパ腫,False
3437060,希少疾病用医薬品,False
3437060,リンパ球の一つ,False
3437060,非ホジキンリンパ腫の一種,False
3460340,臨床試験,False
3460340,プロテアーゼ阻害薬,False
3460340,PIやヌクレオシド系逆転写酵素阻害薬,False
3460340,心配,False
3460340,患者とウイルス量,False
3460340,測定不能の患者,False
3460340,患者と同程度,False
3463386,配位性アニオン,False
3466579,有機化学,False
3476127,亜鉛,False
3476127,硫黄やテルル,False
3476579,関連化合物,False
3505871,沸点,False
3505871,通常溶媒,False
3570913,イリド,False
358428,フルオロウラシル,False
358428,乳癌や消化器癌の治療,False
358428,骨髄細胞や消化管,False
3592932,有効成分,False
3592932,ナトリウム,False
3608743,植物,False
3608743,腸,False
3616343,アメリカ食品医薬品局,False
3616343,単純ヘルペスウイルス,False
3616343,一般用医薬品,False
3616343,化粧品,False
3649831,眼科領域,False
372433,有機合成化学,False
372433,原子吸光,False
372433,冷蒸気原子吸光分析法,False
372433,金の存在下,False
372433,紫色,False
372433,缶詰や瓶詰の食品用,False
372433,テクネチウム99m,False
374732,生化学や形態学など生物学分野,False
37785,沸点,False
37785,低純度,False
37785,低濃度,False
384083,一時期ガソリンの添加剤,False
384083,鉛添加自体,False
384083,有機化学,False
384083,皮膚,False
384083,凍傷,False
41685,血液脳関門,False
41685,脊椎動物の中枢神経系,False
41685,小脳,False
41685,脊髄,False
431883,重量の砂糖,False
431883,ダイエット食品,False
431883,砂糖,False
431883,メイラード反応,False
433929,低濃度の場合,False
433929,花,False
433929,香り,False
433929,オレンジやジャスミンなど多くの花の香りの成分,False
433929,天然ジャスミン油,False
433929,天然のジャスミン油,False
46186,医療機器や精密機械,False
464583,セレサン石灰などの主成分,False
477361,食品衛生法,False
477361,青色2号,False
477361,上部消化管内視鏡や大腸内視鏡,False
477361,青色,False
487740,ホスホロチオ酸トリクロリドPSCl3の前駆体,False
488073,半導体工業,False
49037,脱アミノ化,False
49037,アミノ基転移,False
49037,炭素骨格,False
497499,ピロリドン,False
497499,ブチロラクトンとメチルアミン,False
497499,中心,False
497499,物質,False
497499,各種繊維やレジン樹脂,False
497499,ゴムの分野,False
544327,ジフェニルリンさんアジド,False
544327,有機合成化学,False
552509,発光反応の触媒,False
56097,低濃度,False
57930,発泡スチロール製造,False
57930,室温,False
591426,皮膚外用,False
610199,0.3%の濃度,False
612360,獣医学,False
612360,当該化合物の生体内代謝産物,False
612360,栄養学の見地,False
612360,微量栄養素,False
62444,高濃度,False
62464,窒素,False
62464,ユリア樹脂,False
626464,皮膚科学専業,False
626464,ゲル,False
626464,ディフェリン,False
626464,適応外使用,False
626464,有効成分,False
633167,化学兵器禁止条約の第一種指定物質の原料物質,False
63449,極めて微量のA型毒素,False
63449,美容外科領域,False
703784,皮膚感染症,False
760788,単離,False
760788,医療目的の販売,False
760788,クラーレ,False
760788,ツヅラフジ科コンドデンドロン属の植物Chondodendrontomentosum,False
760788,材料のツボクラーレ,False
76095,医学,False
76208,変色,False
76208,皮膚組織,False
770695,吸入や皮膚の接触,False
778300,アミノカプロン酸,False
778300,血友病患者の抜歯後,False
778307,獣医学分野,False
778307,美白効果,False
778307,外用薬,False
778307,化粧品,False
786625,多くの天然色素,False
788226,メラニン合成,False
788226,メラニンの合成,False
79177,ブロムチモールブルー,False
79177,ブロモチモールスルホンフタレイン,False
79177,分析化学,False
79177,分子式C27H28Br2,False
79177,淡紅色の粉末,False
79710,21kJmol-1水酸化カリウム,False
79710,化学工業,False
79710,ナトリウム,False
79710,高血圧などの影響,False
79710,陽イオンおよび陰イオンの輸率,False
79710,医学や獣医学などの分野,False
807400,3R,False
862012,10倍濃度のストック溶液,False
862012,アガロースゲル電気泳動,False
862012,核酸,False
862012,分子生物学や核酸関連の生化学,False
862012,トロメタモール,False
862012,基本的,False
862012,濃度のストック溶液,False
862012,濃度,False
86772,草木灰,False
86772,カリウムの英名,False
86772,壷の灰,False
86772,食品工業,False
878888,肥料成分や水処理,False
912412,赤橙色の液体,False
91616,36gのクエン酸,False
91616,91gのフマル酸,False
91616,純度の高さ,False
91616,皮膚上,False
953271,物質,False
953271,プラスチック爆薬,False
953271,爆薬,False
955602,純度92%程度の油,False
969196,ソーセージやジュース,False
